stick;1;1;1,0,0;1=0%2,-1=-1%1,-1=-1%1;112.641141599083,95.6458154544821,0|1,0,0|0,1,0
stick;1;1;2.4980018054066E-15,1,-8.65927457071937E-17;0=0%2,-1=-1%1,2=0%2;122.74530826575,85.5416487878154,-0.208333333333332|2.4980018054066E-15,1,-8.65927457071936E-17|1,-2.4980018054066E-15,-8.65927457071934E-17
stick;1;1;2.5845945511138E-15,1,1.0547118733939E-15;1=2%2,21=1%2,3=0%2;122.74530826575,65.5416487878154,-8.88178419700125E-15|2.5845945511138E-15,1,1.0547118733939E-15|1.73185491414384E-16,-1.0547118733939E-15,1
stick;1;1;1,-3.77475828372553E-15,-1.73185491414388E-16;2=2%2,20=1%2,4=0%2;112.641141599083,55.4374821211488,-0.20833333333335|1,-3.77475828372553E-15,-1.73185491414388E-16|-3.77475828372553E-15,-1,-1.0547118733939E-15
stick;1;1;-1.38777878078145E-15,1.0547118733939E-15,-1;3=2%2,5=1%2,6=0%2;102.536974932417,55.6458154544822,9.89583333333332|-1.38777878078145E-15,1.0547118733939E-15,-1|-1,3.77475828372553E-15,1.38777878078145E-15
stick;1;1;-3.77475828372553E-15,-1,-9.9348155570278E-16;7=0%2,4=1%2,8=0%2;107.74530826575,55.5416487878155,9.99999999999998|-3.77475828372553E-15,-1,-9.9348155570278E-16|1,-3.77475828372553E-15,-1.38777878078145E-15
stick;1;1;3.77475828372554E-15,1,2.33146835171283E-15;4=2%2,9=1%2,10=0%2;102.74530826575,45.5416487878155,20|3.77475828372554E-15,1,2.33146835171283E-15|1.38777878078144E-15,-2.33146835171283E-15,1
stick;1;1;1,-6.27276008913213E-15,-1.47437152648865E-15;5=0%2,11=1%2,12=0%2;97.6411415990832,45.4374821211489,9.79166666666665|1,-6.27276008913213E-15,-1.47437152648865E-15|-6.27276008913213E-15,-1,-1.08007430140997E-15
stick;1;1;1.38777878078145E-15,2.77555756156289E-16,1;5=2%2,-1=-1%1,363=0%2;107.536974932417,65.6458154544821,-0.104166666666679|1.38777878078145E-15,2.77555756156289E-16,1|3.77475828372553E-15,1,-2.77555756156294E-16
stick;1;1;-1,3.71352796603441E-15,1.38777878078145E-15;14=0%2,6=1%2,13=0%2;102.641141599083,45.4374821211488,14.7916666666666|-1,3.71352796603441E-15,1.38777878078145E-15|-1.38777878078144E-15,2.33146835171283E-15,-1
stick;1;1;1,-5.05151476204446E-15,-1.38777878078145E-15;6=2%2,-2=-1%1,1075=0%2;92.6411415990832,35.4374821211489,19.7916666666666|1,-5.05151476204446E-15,-1.38777878078145E-15|-5.05151476204447E-15,-1,-2.33146835171282E-15
stick;1;1;1.41314120879752E-15,-1.08007430140998E-15,1;16=0%2,7=1%2,15=0%2;97.5369749324166,50.6458154544822,9.89583333333332|1.41314120879752E-15,-1.08007430140998E-15,1|6.27276008913213E-15,1,1.08007430140997E-15
stick;1;1;-2.77555756156289E-15,1.08007430140999E-15,-1;7=2%2,-2=-1%1,17=0%2;87.5369749324166,45.6458154544822,19.8958333333333|-2.77555756156289E-15,1.08007430140999E-15,-1|-1,6.27276008913213E-15,2.7755575615629E-15
stick;1;1;-2.4980018054066E-15,-1,-2.33146835171283E-15;9=2%2,-1=-1%1,18=0%2;112.74530826575,55.5416487878155,15|-2.4980018054066E-15,-1,-2.33146835171283E-15|1,-2.4980018054066E-15,-1.38777878078144E-15
stick;1;1;-3.99680288865056E-15,2.41806109742004E-15,-1;9=0%2,-1=-1%1,19=0%2;92.5369749324166,45.6458154544822,24.8958333333333|-3.99680288865056E-15,2.41806109742004E-15,-1|-1,3.8001207117416E-15,3.99680288865057E-15
stick;1;1;-1,6.27276008913213E-15,2.22044604925031E-16;11=2%2,-2=-1%1,-1=-1%1;107.641141599083,50.4374821211488,-0.208333333333348|-1,6.27276008913213E-15,2.22044604925031E-16|-2.22044604925025E-16,1.08007430140997E-15,-1
stick;1;1;-1.41314120879752E-15,1.11022302462516E-15,-1;11=0%2,285=1%2,286=0%2;97.5369749324166,50.4374821211488,29.8958333333333|-1.41314120879752E-15,1.11022302462516E-15,-1|-6.27276008913213E-15,-1,-1.11022302462515E-15
stick;1;1;6.27276008913214E-15,1,2.33146835171283E-15;12=2%2,-1=-1%1,1077=0%2;87.7453082657499,35.5416487878156,30|6.27276008913214E-15,1,2.33146835171283E-15|2.77555756156288E-15,-2.33146835171285E-15,1
stick;1;1;1.38777878078144E-15,-1.11022302462516E-15,1;13=2%2,-2=-1%1,22=0%2;112.536974932417,65.6458154544821,4.89583333333332|1.38777878078144E-15,-1.11022302462516E-15,1|2.4980018054066E-15,1,1.11022302462515E-15
stick;1;1;3.80012071174162E-15,1,3.60822483003176E-15;14=2%2,-2=-1%1,1078=0%2;92.7453082657499,35.5416487878155,34.9999999999999|3.80012071174162E-15,1,3.60822483003176E-15|3.99680288865055E-15,-3.60822483003177E-15,1
stick;1;1;1.11955173723265E-16,-1.0547118733939E-15,1;23=0%2,3=1%2,193=0%2;112.536974932417,60.6458154544821,-0.104166666666679|1.11955173723265E-16,-1.0547118733939E-15,1|3.77475828372553E-15,1,1.0547118733939E-15
stick;1;1;-2.5845945511138E-15,-1,-1.0547118733939E-15;-1=-1%1,2=1%2,194=0%2;122.74530826575,65.5416487878154,-5.20833333333334|-2.5845945511138E-15,-1,-1.0547118733939E-15|-1.73185491414384E-16,1.0547118733939E-15,-1
